,address
6373,"Манежная площадь, 1, строение 2"
6374,"Манежная площадь, 1, строение 2"
6375,"Манежная площадь, 1, строение 2"
6376,"Манежная площадь, 1, строение 2"
6377,"Манежная площадь, 1, строение 2"
6378,"Манежная площадь, 1, строение 2"
6379,"Манежная площадь, 1, строение 2"
6380,"Манежная площадь, 1, строение 2"
6381,"улица Удальцова, 40"
6382,"улица Удальцова, 40"
6383,"улица Пречистенка, 19/11, строение 1"
6384,"улица Льва Толстого, 23, строение 3"
6385,"улица Покрышкина, 2"
6386,"проезд Стройкомбината, владение 1, строение 1"
6387,"Усачёва улица, 35, строение 4"
6388,"улица Пречистенка, 4"
6389,"Веерная улица, 5"
6390,"Рябиновая улица, 55А"
6391,"Мосфильмовская улица, 1, строение 1"
6392,"Мосфильмовская улица, 1, строение 1"
6393,"Озёрная улица, 46"
6394,"Большая Внуковская улица, 2А, строение 9"
6395,"улица Академика Анохина, 20"
6396,"Боровское шоссе, 50"
6397,"улица 26-ти Бакинских Комиссаров, 2А"
6398,"площадь Джавахарлала Неру, 1"
6399,"площадь Джавахарлала Неру, 1"
6400,"площадь Джавахарлала Неру, 1"
6401,"площадь Джавахарлала Неру, 1"
6402,"Озёрная улица, 42"
6403,"Озёрная улица, 42"
6404,"1-я Рейсовая улица, 4-А"
6405,"проспект Вернадского, 88"
6406,"проспект Вернадского, 88"
6407,"проспект Вернадского, 88"
6408,"Мичуринский проспект, 15, корпус 1"
6409,"Озёрная улица, 44, строение 1"
6410,"Боровское шоссе, 36-А"
6411,"Боровское шоссе, 1, корпус 2"
6412,"улица Лобачевского, 92"
6413,"Матвеевская улица, 9"
6414,"улица 50 лет Октября, владение 2Б, строение 2"
6415,"проспект Вернадского, 14А"
6416,"проспект Вернадского, 14А"
6417,"проспект Вернадского, 14А"
6418,"проспект Вернадского, 14А"
6419,"проспект Вернадского, 14А"
6420,"улица Улофа Пальме, 5, строение 1"
6421,"улица Улофа Пальме, 5, строение 1"
6422,"улица Улофа Пальме, 5, строение 1"
6423,"улица Улофа Пальме, 5, строение 1"
6424,"улица Улофа Пальме, 5, строение 1"
6425,"Никулинская улица, владение 3-А"
6426,"улица Академика Анохина, 46, строение А"
6427,"Рябиновая улица, 44"
6428,"Рябиновая улица, 44"
6429,"улица Лобачевского, 130Б, строение 1"
6430,"проспект Вернадского, 86Д"
6431,"Мичуринский проспект, 15, корпус 2"
6432,"улица Академика Анохина, 48"
6433,"проспект Вернадского, 76А"
6434,"улица Мичуринский Проспект, Олимпийская Деревня, владение 22А"
6435,"улица Удальцова, 75А"
6436,"проспект Вернадского, 105, корпус 3"
6437,"проспект Вернадского, 105, корпус 3"
6438,"Ленинский проспект, 146"
6439,"Ленинский проспект, 146"
6440,"Ленинский проспект, 146"
6441,"Ленинский проспект, 146"
6442,"Ленинский проспект, 146"
6443,"проспект Вернадского, владение 6, строение 3"
6444,"Никулинская улица, 10"
6445,"Никулинская улица, 10"
6446,"Большая Очаковская улица, 42, строение 1"
6447,"Ломоносовский проспект, 27"
6448,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6449,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6450,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6451,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6452,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6453,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6454,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6455,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6456,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6457,"улица Мичуринский Проспект, Олимпийская Деревня, 3, корпус 1"
6458,"Мичуринский проспект, 5, корпус 1"
6459,"Мосфильмовская улица, владение 72А"
6460,"Минская улица, 2Г, корпус 1"
6461,"Минская улица, 2Г, корпус 1"
6462,"Мичуринский проспект, 21А"
6463,"Мичуринский проспект, 21А"
6464,"Большая Очаковская улица, 42, корпус 2"
6465,"Воробьёвское шоссе, 2Б"
6466,"Матвеевская улица, 2"
6467,"Матвеевская улица, 2"
6468,"проспект Вернадского, 86Б"
6469,"Ломоносовский проспект, 27, сооружение 1"
6470,"проспект Вернадского, 6"
6471,"проспект Вернадского, 6"
6472,"проспект Вернадского, 6"
6473,"проспект Вернадского, 6"
6474,"проспект Вернадского, 6"
6475,"проспект Вернадского, 6"
6476,"проспект Вернадского, 6"
6477,"проспект Вернадского, 6"
6478,"проспект Вернадского, 6"
6479,"проспект Вернадского, 6"
6480,"проспект Вернадского, 6"
6481,"проспект Вернадского, 6"
6482,"проспект Вернадского, 6"
6483,"проспект Вернадского, 6"
6484,"проспект Вернадского, 6"
6485,"проспект Вернадского, 6"
6486,"проспект Вернадского, 6"
6487,"проспект Вернадского, 6"
6488,"проспект Вернадского, 6"
6489,"проспект Вернадского, 6"
6490,"проспект Вернадского, 6"
6491,"проспект Вернадского, 6"
6492,"проспект Вернадского, 6"
6493,"проспект Вернадского, 6"
6494,"проспект Вернадского, 6"
6495,"улица Академика Анохина, 11А"
6496,"Большая Очаковская улица, 39, корпус 1"
6497,"улица Удальцова, 1А"
6498,"Нежинская улица, 13, строение 2"
6499,"улица Мичуринский Проспект, Олимпийская Деревня, 23, строение 2"
6500,"территория Ленинские Горы, 1, строение 30А"
6501,"улица Покрышкина, 2, корпус 1"
6502,"улица Мичуринский Проспект, Олимпийская Деревня, 1, корпус 3, строение 1"
6503,"улица Мичуринский Проспект, Олимпийская Деревня, 1, корпус 3, строение 1"
6504,"улица Покрышкина, 7, корпус 1"
6505,"улица Покрышкина, 4"
6506,"улица Покрышкина, 4"
6507,"улица Покрышкина, 4"
6508,"улица Покрышкина, 4"
6509,"улица Покрышкина, 4"
6510,"улица Покрышкина, 4"
6511,"улица Покрышкина, 4"
6512,"улица Покрышкина, 4"
6513,"улица Раменки, 5, корпус 1"
6514,"территория Ленинские Горы, 1"
6515,"территория Ленинские Горы, 1"
6516,"территория Ленинские Горы, 1"
6517,"территория Ленинские Горы, 1"
6518,"территория Ленинские Горы, 1"
6519,"территория Ленинские Горы, 1"
6520,"территория Ленинские Горы, 1"
6521,"территория Ленинские Горы, 1"
6522,"территория Ленинские Горы, 1"
6523,"территория Ленинские Горы, 1"
6524,"территория Ленинские Горы, 1"
6525,"территория Ленинские Горы, 1"
6526,"территория Ленинские Горы, 1"
6527,"территория Ленинские Горы, 1"
6528,"территория Ленинские Горы, 1"
6529,"территория Ленинские Горы, 1"
6530,"территория Ленинские Горы, 1"
6531,"территория Ленинские Горы, 1"
6532,"территория Ленинские Горы, 1"
6533,"территория Ленинские Горы, 1"
6534,"территория Ленинские Горы, 1"
6535,"территория Ленинские Горы, 1"
6536,"территория Ленинские Горы, 1"
6537,"территория Ленинские Горы, 1"
6538,"территория Ленинские Горы, 1"
6539,"территория Ленинские Горы, 1"
6540,"территория Ленинские Горы, 1"
6541,"Мичуринский проспект, 31, корпус 7"
6542,"Ломоносовский проспект, 27, корпус 1"
6543,"Ломоносовский проспект, 27, корпус 1"
6544,"Ломоносовский проспект, 27, корпус 1"
6545,"Ломоносовский проспект, 27, корпус 1"
6546,"Озёрная улица, 52"
6547,"Большая Очаковская улица, 1, корпус 1"
6548,"Мичуринский проспект, 58, корпус 1"
6549,"Большая Дорогомиловская улица, 8А"
6550,"улица Новый Арбат, 7А"
6551,"улица Арбат, 52, строение 1"
6552,"Бережковская набережная, 16"
6553,"Кутузовский проспект, 36, строение 10"
6554,"Ельнинская улица, 23"
6555,"Староваганьковский переулок, 19, строение 2"
6556,"Староваганьковский переулок, 19, строение 3"
6557,"Староваганьковский переулок, 19, строение 3"
6558,"Староваганьковский переулок, 19, строение 7"
6559,"Староваганьковский переулок, 19, строение 7"
6560,"Староваганьковский переулок, 19, строение 7"
6561,"Аминьевское шоссе, 26Б"
6562,"улица Барклая, 6, строение 25"
6563,"улица Барклая, 6"
6564,"Можайское шоссе, 50"
6565,"улица Арбат, 44, строение 1"
6566,"Кутузовский проспект, 12, строение 1"
6567,"Кутузовский проспект, 12, строение 1"
6568,"Кутузовский проспект, 12, строение 1"
6569,"Кутузовский проспект, 12, строение 3"
6570,"Кутузовский проспект, 12, строение 3"
6571,"Малая Филёвская улица, 13"
6572,"улица Горбунова, 2"
6573,"улица Горбунова, 2"
6574,"Оршанская улица, 3"
6575,"Минская улица, 16А"
6576,"улица Говорова, 18"
6577,"Бережковская набережная, 20В"
6578,"улица Крылатские Холмы, 38, корпус 3"
6579,"Новозаводская улица, 22"
6580,"Можайское шоссе, 43"
6581,"Дорогобужская улица, 14"
6582,"Смоленская площадь, 3"
6583,"Минская улица, 14-А"
6584,"Бережковская набережная, 24"
6585,"Ярцевская улица, 25, корпус 3"
6586,"улица Барклая, 9/2, строение 3"
6587,"Большая Дорогомиловская улица, 12-А"
6588,"улица Неверовского, 13"
6589,"улица Ивана Франко, владение 33-Г"
6590,"Рублёвское шоссе, 22, корпус 1"
6591,"Рублёвское шоссе, 20, корпус 2"
6592,"Большая Филёвская улица, 20"
6593,"Можайское шоссе, 34-А"
6594,"улица Неверовского, 15"
6595,"Рублёвское шоссе, 52-А"
6596,"Аминьевское шоссе, 31"
6597,"Славянский бульвар, 5, корпус 1, строение 3"
6598,"Славянский бульвар, 5, корпус 1, строение 3"
6599,"улица Клочкова, 10"
6600,"Осенний бульвар, 7, корпус 1"
6601,"Осенний бульвар, 7, корпус 1"
6602,"Осенний бульвар, 7, корпус 1"
6603,"Осенний бульвар, 7, корпус 1"
6604,"Рублёвское шоссе, 10"
6605,"улица Ватутина, 1"
6606,"56-й километр Московской Кольцевой Автодороги, 10"
6607,"Молодогвардейская улица, 65, строение 5"
6608,"Новозаводская улица,овладение 18"
6609,"Новозаводская улица,овладение 18"
6610,"Новозаводская улица,овладение 18"
6611,"Новозаводская улица,овладение 18"
6612,"Новозаводская улица,овладение 18"
6613,"Новозаводская улица,овладение 18"
6614,"Новозаводская улица,овладение 18"
6615,"Новозаводская улица,овладение 18"
6616,"Новозаводская улица,овладение 18"
6617,"Новозаводская улица,овладение 18"
6618,"Новозаводская улица,овладение 18"
6619,"Рублёвское шоссе, 42, корпус 1"
6620,"Рублёвское шоссе, 42, корпус 1"
6621,"Кутузовский проспект, 34"
6622,"Верейская улица, 9"
6623,"Давыдковская улица, 2, строение 6"
6624,"Островная улица, 2"
6625,"Осенняя улица, 17, корпус 1"
6626,"Ярцевская улица, 25А"
6627,"Ярцевская улица, 25А"
6628,"Ярцевская улица, 25А"
6629,"Ярцевская улица, 25А"
6630,"Большая Филёвская улица, 15"
6631,"площадь Европы, 1А"
6632,"Крылатская улица, 17, корпус 1"
6633,"Рублёвское шоссе, 62"
6634,"Рублёвское шоссе, 62"
6635,"Рублёвское шоссе, 62"
6636,"Рублёвское шоссе, 62"
6637,"Рублёвское шоссе, 62"
6638,"Рублёвское шоссе, 62"
6639,"Рублёвское шоссе, 62"
6640,"Крылатская улица, 17, корпус 3"
6641,"Крылатская улица, 17, корпус 3"
6642,"Крылатская улица, 17, корпус 3"
6643,"Островная улица, 7"
6644,"Осенняя улица, 11"
6645,"Бобруйская улица, 17"
6646,"улица Барклая, 10А"
6647,"площадь Киевского Вокзала, 2"
6648,"площадь Киевского Вокзала, 2"
6649,"площадь Киевского Вокзала, 2"
6650,"площадь Киевского Вокзала, 2"
6651,"площадь Киевского Вокзала, 2"
6652,"площадь Киевского Вокзала, 2"
6653,"площадь Киевского Вокзала, 2"
6654,"площадь Киевского Вокзала, 2"
6655,"площадь Киевского Вокзала, 2"
6656,"площадь Киевского Вокзала, 2"
6657,"площадь Киевского Вокзала, 2"
6658,"площадь Киевского Вокзала, 2"
6659,"площадь Киевского Вокзала, 2"
6660,"площадь Киевского Вокзала, 2"
6661,"площадь Киевского Вокзала, 2"
6662,"площадь Киевского Вокзала, 2"
6663,"площадь Киевского Вокзала, 2"
6664,"площадь Киевского Вокзала, 2"
6665,"площадь Киевского Вокзала, 2"
6666,"площадь Киевского Вокзала, 2"
6667,"площадь Киевского Вокзала, 2"
6668,"площадь Киевского Вокзала, 2"
6669,"площадь Киевского Вокзала, 2"
6670,"площадь Киевского Вокзала, 2"
6671,"площадь Киевского Вокзала, 2"
6672,"площадь Киевского Вокзала, 2"
6673,"площадь Киевского Вокзала, 2"
6674,"площадь Киевского Вокзала, 2"
6675,"площадь Киевского Вокзала, 2"
6676,"площадь Киевского Вокзала, 2"
6677,"площадь Киевского Вокзала, 2"
6678,"площадь Киевского Вокзала, 2"
6679,"площадь Киевского Вокзала, 2"
6680,"площадь Киевского Вокзала, 2"
6681,"Рублёвское шоссе, 74"
6682,"улица Толбухина, 7, корпус 2"
6683,"Кутузовский проспект, 48"
6684,"Кутузовский проспект, 48"
6685,"Кутузовский проспект, 48"
6686,"Кутузовский проспект, 48"
6687,"Кутузовский проспект, 48"
6688,"Кутузовский проспект, 48"
6689,"Кутузовский проспект, 48"
6690,"Кутузовский проспект, 48"
6691,"Кутузовский проспект, 48"
6692,"Кутузовский проспект, 48"
6693,"Кутузовский проспект, 24, сооружение 1"
6694,"Киевская улица, 7, корпус 1"
6695,"Рублёвское шоссе, 28"
6696,"Рублёвское шоссе, 28"
6697,"Осенний бульвар, 12"
6698,"Осенний бульвар, 12"
6699,"Осенний бульвар, 12"
6700,"Осенний бульвар, 12"
6701,"Багратионовский проезд, 5"
6702,"Багратионовский проезд, 5"
6703,"Багратионовский проезд, 5"
6704,"Багратионовский проезд, 5"
6705,"Багратионовский проезд, 5"
6706,"Багратионовский проезд, 5"
6707,"Багратионовский проезд, 5"
6708,"Багратионовский проезд, 5"
6709,"Багратионовский проезд, 5"
6710,"Багратионовский проезд, 5"
6711,"Багратионовский проезд, 5"
6712,"Багратионовский проезд, 5"
6713,"Багратионовский проезд, 5"
6714,"Багратионовский проезд, 5"
6715,"Багратионовский проезд, 5"
6716,"Багратионовский проезд, 5"
6717,"Багратионовский проезд, 5"
6718,"Багратионовский проезд, 5"
6719,"Багратионовский проезд, 5"
6720,"Багратионовский проезд, 5"
6721,"Беловежская улица, 4"
6722,"Минская улица, 11, строение 1А"
6723,"Осенний бульвар, 10"
6724,"Осенний бульвар, 10"
6725,"Кутузовский проспект, 2/1, строение 6"
6726,"Кутузовский проспект, 2/1, строение 6"
6727,"Кутузовский проспект, 2/1, строение 6"
6728,"Кутузовский проспект, 2/1, строение 6"
6729,"Кутузовский проспект, 2/1, строение 6"
6730,"Кутузовский проспект, 2/1, строение 6"
6731,"Кутузовский проспект, 2/1, строение 6"
6732,"Кутузовский проспект, 2/1, строение 6"
6733,"Кутузовский проспект, 2/1, строение 6"
6734,"Кутузовский проспект, 2/1, строение 6"
6735,"Кутузовский проспект, 2/1, строение 6"
6736,"Волоцкой переулок, 15, корпус 2"
6737,"Дубравная улица, 41, корпус 4"
6738,"Пятницкое шоссе, 42, корпус 2"
6739,"улица Исаковского, 6, корпус 2"
6740,"улица Маршала Бирюзова, 1, корпус 1"
6741,"улица Свободы, 35, строение 40"
6742,"Новопоселковая улица, 6"
6743,"Волоколамское шоссе, 67, строение 1"
6744,"Таллинская улица, 3, строение 2"
6745,"улица Барышиха, 44, корпус 1"
6746,"Лодочная улица, 10"
6747,"3-й Силикатный проезд, 9"
6748,"Митинская улица, 45, корпус 3"
6749,"Пятницкое шоссе, 25, корпус 2"
6750,"Пенягинская улица, 14"
6751,"улица Барышиха, 17, корпус 1"
6752,"Дубравная улица, 41, корпус 3"
6753,"улица Фабрициуса, 21"
6754,"Пятницкое шоссе, 16, корпус 5"
6755,"Волоколамское шоссе, 79"
6756,"Волоколамское шоссе, 90, корпус 2"
6757,"проспект Маршала Жукова, 31, корпус 2"
6758,"улица Василия Петушкова, 8"
6759,"Пятницкое шоссе, 17, корпус 1, строение 1"
6760,"Волоколамское шоссе, 139, строение 2"
6761,"улица Нижние Мнёвники, 41, корпус 1"
6762,"улица Кулакова, 20, строение 1А"
6763,"улица Кулакова, 20, строение 1Б"
6764,"улица Барышиха, 29, корпус 1"
6765,"Митинская улица, 51"
6766,"Пятницкое шоссе, 1"
6767,"улица Маршала Катукова, 23"
6768,"Уваровский переулок, 8"
6769,"Строгинский бульвар, владение 21, строение 1"
6770,"улица Маршала Катукова, 19"
6771,"улица Исаковского, 37, корпус 1, строение 1"
6772,"Строгинский бульвар, 9"
6773,"Митинская улица, 40, корпус 3"
6774,"Строгинский бульвар, 21"
6775,"Строгинский бульвар, 21"
6776,"улица Генерала Белобородова, 22"
6777,"Митинская улица, 46, корпус 2"
6778,"Пятницкое шоссе, 27"
6779,"улица Рогова, 5А"
6780,"улица Маршала Василевского, 9, корпус 1, строение 1"
6781,"улица Василия Петушкова, 3, корпус 3, строение 1"
6782,"74-й километр Московской Кольцевой Автодороги, владение 4"
6783,"65-й километр Московской Кольцевой Автодороги, владение 8"
6784,"Лодочная улица, 27, корпус 1"
6785,"67-й километр Московской Кольцевой Автодороги, 7"
6786,"улица Саляма Адиля, 9, корпус 3"
6787,"Пятницкое шоссе, 29, корпус 5"
6788,"улица Шеногина, 2"
6789,"улица Барышиха, 21, корпус 3"
6790,"1-й Митинский переулок, 12, корпус 1, строение 1"
6791,"улица Народного Ополчения, 50"
6792,"Ландышевая улица, 8"
6793,"Пятницкое шоссе, 2"
6794,"улица Рословка, 8"
6795,"Пятницкое шоссе, 39"
6796,"Пятницкое шоссе, 39"
6797,"Пятницкое шоссе, 20"
6798,"Светлогорский проезд, 7, корпус 1"
6799,"3-й Митинский переулок, 3"
6800,"Пятницкое шоссе, 3"
6801,"Пятницкое шоссе, 3"
6802,"Пятницкое шоссе, 3"
6803,"Походный проезд,овладение 3, строение 4"
6804,"Авиационная улица, 79, корпус 1, строение 2"
6805,"Родионовская улица, 6/7"
6806,"73-й километр Московской Кольцевой Автодороги, 7"
6807,"Митинская улица, 36, строение 1"
6808,"Воротынская улица, 6"
6809,"улица Маршала Бирюзова, 32"
6810,"улица Маршала Бирюзова, 32"
6811,"улица Маршала Бирюзова, 32"
6812,"улица Маршала Бирюзова, 32"
6813,"улица Маршала Бирюзова, 32"
6814,"улица Маршала Бирюзова, 32"
6815,"улица Маршала Бирюзова, 32"
6816,"улица Маршала Бирюзова, 32"
6817,"улица Маршала Бирюзова, 32"
6818,"улица Маршала Бирюзова, 32"
6819,"улица Маршала Бирюзова, 32"
6820,"улица Маршала Бирюзова, 32"
6821,"улица Маршала Бирюзова, 32"
6822,"улица Маршала Бирюзова, 32"
6823,"1-й Митинский переулок, 25"
6824,"Дубравная улица, 34/29"
6825,"Дубравная улица, 34/29"
6826,"Дубравная улица, 34/29"
6827,"Дубравная улица, 34/29"
6828,"Вишнёвая улица, 9, корпус 1"
6829,"улица Зенитчиков, 7"
6830,"Походный проезд, 4, корпус 1"
6831,"Юровская улица, 97"
6832,"улица Маршала Прошлякова, 14"
6833,"Таманская улица,овладение 46, строение 1"
6834,"улица Твардовского, 8, корпус 5"
6835,"Юровская улица, 105"
6836,"улица Свободы, 35, строение 61"
6837,"Таллинская улица, 9"
6838,"Новокуркинское шоссе, 25"
6839,"3-я Хорошёвская улица, 21, корпус 1, строение 1"
6840,"улица Твардовского, 8, строение 3"
6841,"Ангелов переулок, 1, корпус 1"
6842,"Щукинская улица, 42"
6843,"Щукинская улица, 42"
6844,"Щукинская улица, 42"
6845,"Щукинская улица, 42"
6846,"Щукинская улица, 42"
6847,"Щукинская улица, 42"
6848,"Щукинская улица, 42"
6849,"Щукинская улица, 42"
6850,"улица Народного Ополчения, 38, строение 2"
6851,"улица Свободы, 48, корпус 1"
6852,"улица Свободы, 48, корпус 1"
6853,"Тушинская улица, 17"
6854,"Тушинская улица, 17"
6855,"Тушинская улица, 17"
6856,"Тушинская улица, 17"
6857,"Тушинская улица, 17"
6858,"Вишнёвая улица,овладение 20, корпус 1"
6859,"Митинская улица,овладение 14"
6860,"Волоколамское шоссе, 124"
6861,"Пятницкое шоссе, 18"
6862,"Пятницкое шоссе, 18"
6863,"Пятницкое шоссе, 18"
6864,"Походный проезд,овладение 14"
6865,"Сосновая аллея, 1, строение 1"
6866,"улица Маршала Василевского, 3, строение 2"
6867,"улица Маршала Катукова, 22"
6868,"Строгинский бульвар, 1"
6869,"Строгинский бульвар, 1"
6870,"Неманский проезд, 1"
6871,"площадь Академика Курчатова, 1, строение 1"
6872,"площадь Академика Курчатова, 1, строение 25"
6873,"Планерная улица, 12"
6874,"Планерная улица, 7"
6875,"Планерная улица, 7"
6876,"Планерная улица, 7"
6877,"Планерная улица, 7"
6878,"Планерная улица, 7"
6879,"Планерная улица, 7"
6880,"Планерная улица, 7"
6881,"Планерная улица, 7"
6882,"Планерная улица, 7"
6883,"Планерная улица, 7"
6884,"Пятницкое шоссе, 12"
6885,"Новокуркинское шоссе, 1"
6886,"Новокуркинское шоссе, 1"
6887,"Сходненская улица, 56"
6888,"Сходненская улица, 56"
6889,"Сходненская улица, 56"
6890,"Сходненская улица, 56"
6891,"Сходненская улица, 56"
6892,"Сходненская улица, 56"
6893,"Сходненская улица, 56"
6894,"Сходненская улица, 56"
6895,"Сходненская улица, 56"
6896,"Сходненская улица, 56"
6897,"Сходненская улица, 56"
6898,"Сходненская улица, 56"
6899,"Сходненская улица, 56"
6900,"Сходненская улица, 56"
6901,"Сходненская улица, 56"
6902,"Сходненская улица, 56"
6903,"Волоколамское шоссе, 142"
6904,"улица Барышиха, владение 35"
6905,"улица Маршала Катукова, 11, корпус 1, строение 2"
6906,"Митинская улица, 40"
6907,"Митинская улица, 40"
6908,"Митинская улица, 40"
6909,"Щукинская улица, 6, корпус 3"
6910,"улица Маршала Рыбалко, 2, корпус 8"
6911,"улица Маршала Рыбалко, 2"
6912,"Красноармейская улица, 11, корпус 1"
6913,"1-я Тверская-Ямская улица, 16/23, строение 1"
6914,"2-я Тверская-Ямская улица, 10"
6915,"Краснопролетарская улица, 16, строение 2"
6916,"Краснопролетарская улица, 16, строение 2"
6917,"Малый Гнездниковский переулок, 12"
6918,"Малый Гнездниковский переулок, 12"
6919,"Ленинградский проспект, 15, строение 1"
6920,"Ленинградский проспект, 15, строение 2"
6921,"Смольная улица, 24А"
6922,"Смольная улица, 24А"
6923,"Смольная улица, 24Д"
6924,"Смольная улица, 12"
6925,"улица Зорге, 9"
6926,"Башиловская улица, 34"
6927,"1-я Тверская-Ямская улица, 19"
6928,"1-я Тверская-Ямская улица, 19"
6929,"1-я Тверская-Ямская улица, 19"
6930,"улица Большая Дмитровка, 23, строение 1"
6931,"улица Большая Дмитровка, 23, строение 1"
6932,"улица Большая Дмитровка, 23, строение 1"
6933,"Часовая улица, 11"
6934,"Часовая улица, 11, строение 2"
6935,"Часовая улица, 30"
6936,"1-я улица Ямского Поля, 17, корпус 12"
6937,"Тверская улица, 26/1"
6938,"Тверская улица, 26/1"
6939,"Тверская улица, 26/1"
6940,"Тверская улица, 26/1"
6941,"Тверская улица, 26/1"
6942,"Тверская улица, 26/1"
6943,"Тверская улица, 26/1"
6944,"Тверская улица, 26/1"
6945,"Бутырская улица, 89, строение 2"
6946,"Беговая улица, 22, строение 1"
6947,"Вятская улица, 27, строение 12"
6948,"3-я улица Ямского Поля, 2, корпус 3"
6949,"3-я улица Ямского Поля, 2, корпус 13"
6950,"3-я улица Ямского Поля, 2, корпус 26"
6951,"улица Правды, 24, строение 17"
6952,"улица Правды, 24, строение 7"
6953,"Бумажный проезд, 19, строение 3"
6954,"улица Правды, 24, строение 2"
6955,"улица Правды, 24, строение 3"
6956,"улица Правды, 24, строение 4"
6957,"улица Правды, 24, строение 5"
6958,"улица Правды, 24, строение 5"
6959,"Авангардная улица, 3"
6960,"улица Адмирала Макарова, 6, строение 13"
6961,"улица Адмирала Макарова, 6, строение 13"
6962,"Тверская улица, 30/2, строение 1"
6963,"Тверская улица, 24, строение 1"
6964,"Тверская улица, 24, строение 1"
6965,"Тверская улица, 24, строение 1"
6966,"улица Грузинский Вал, 23-25, строение 1"
6967,"Театральная площадь, 5, строение 2"
6968,"Селезнёвская улица, 30, корпус Б-В"
6969,"Сущёвская улица, 25, строение 1"
6970,"Сущёвская улица, 25, строение 1"
6971,"Сущёвская улица, 27, строение 1"
6972,"Сущёвская улица, 27, строение 1"
6973,"Сущёвская улица, 27, строение 2"
6974,"Сущёвская улица, 27, строение 2"
6975,"1-я Брестская улица, 41"
6976,"улица Расковой, 34, корпус 1"
6977,"Ленинградское шоссе, 71Б, строение 2"
6978,"Ленинградское шоссе, 71Б, строение 2"
6979,"1-я улица Ямского Поля, 15, строение 4"
6980,"улица Ляпидевского, 14"
6981,"Ленинградское шоссе, 227"
6982,"Ленинградское шоссе, 227"
6983,"Валдайский проезд, 16, строение 1"
6984,"Бутырская улица, 77, строение 2"
6985,"площадь Ганецкого, 1Б"
6986,"Флотская улица, 17, строение 2"
6987,"1-я Магистральная улица, 18, строение 1"
6988,"Хорошёвское шоссе, 25, строение 3"
6989,"Ленинградское шоссе, 51, строение 14"
6990,"Вятская улица, 70"
6991,"Бутырская улица, 75"
6992,"Кронштадтский бульвар, 14, строение 1"
6993,"улица Зои и Александра Космодемьянских, 11, строение 1"
6994,"Ленинградский проспект, 80, корпус 17"
6995,"Скаковая улица, 19, строение 2"
6996,"Ленинградский проспект, 3, строение 1"
6997,"Ленинградский проспект, 74, строение 8"
6998,"улица Викторенко, 7, корпус 1"
6999,"3-я улица Ямского Поля, 9"
7000,"Фестивальная улица, 2А"
7001,"Фестивальная улица, 2А"
7002,"Ленинградский проспект, 80, корпус 11"
7003,"Вятская улица, 47, строение 1"
7004,"улица Усиевича, 22, строение 2"
7005,"проезд Аэропорта, 8"
7006,"проезд Аэропорта, 8"
7007,"5-я Магистральная улица, 4"
7008,"5-я Магистральная улица, 12"
7009,"улица Космонавта Волкова, 12"
7010,"Малый Коптевский проезд, 3"
7011,"1-й Магистральный тупик, 10, корпус 1"
7012,"Ленинградское шоссе, 63Б"
7013,"улица Поликарпова, 23Б, корпус 1"
7014,"1-я Магистральная улица, 23"
7015,"Ленинградское шоссе, 71Г"
7016,"Кронштадтский бульвар, 3, строение 13"
7017,"Головинское шоссе, 2, строение 1"
7018,"улица Зорге, 12, корпус 1"
7019,"Хорошёвское шоссе, 88, строение 1"
7020,"улица Поликарпова, 23А"
7021,"Ленинградский проспект, 76А"
7022,"Смольная улица, 63Б"
7023,"Смольная улица, 63Б"
7024,"Смольная улица, 63Б"
7025,"Правобережная улица, 1Б"
7026,"Правобережная улица, 1Б"
7027,"Правобережная улица, 1Б"
7028,"Правобережная улица, 1Б"
7029,"Правобережная улица, 1Б"
7030,"Правобережная улица, 1Б"
7031,"Правобережная улица, 1Б"
7032,"Правобережная улица, 1Б"
7033,"Правобережная улица, 1Б"
7034,"Правобережная улица, 1Б"
7035,"Ленинградский проспект, 62А"
7036,"Ленинградский проспект, 62А"
7037,"Ленинградское шоссе, 6"
7038,"Ленинградский проспект, 39, строение 73"
7039,"Кронштадтский бульвар, 7, строение 2"
7040,"Хорошёвское шоссе, 14"
7041,"Ленинградский проспект, 37Б"
7042,"Дмитровское шоссе, 108, строение 7"
7043,"Петрозаводская улица, 24Б"
7044,"Петрозаводская улица, 24Б"
7045,"Фестивальная улица, 8А"
7046,"Флотская улица, 5, корпус А"
7047,"Михалковская улица, 63Б, строение 1"
7048,"1-я Аэропортовская улица, 1, строение 3"
7049,"Ленинградский проспект, 24А, строение 4"
7050,"улица Дыбенко, 9А, строение 1"
7051,"Клинская улица, 20А"
7052,"4-я улица 8 Марта, 6А"
7053,"4-я улица 8 Марта, 6А"
7054,"Волоколамское шоссе, 9А, строение 1"
7055,"Ходынский бульвар, 7"
